rev_Mean,mou_Mean,totmrc_Mean,roam_Mean,change_mou,change_rev,churn,months,uniqsubs,actvsubs,new_cell,totcalls,totmou,totrev,area,phones,hnd_webcap,income,creditcd,Customer_ID
"102,6175",1417,75,0,-20,"-4,9275",0,52,1,1,Y,27152,"56580,44667","4675,58",SOUTH FLORIDA AREA,3,WC,9,Y,1000358
20,16,20,0,24,0,0,50,1,1,N,436,"1653,016667","1129,35",GREAT LAKES AREA,2,NA,6,Y,1000359
"83,67","1141,25",75,0,"-28,25","-7,83",0,52,2,1,Y,38139,68641,"4156,3",CENTRAL/SOUTH TEXAS AREA,3,WC,7,N,1000360
"96,3","1027,5","84,99","1,25","84,5","-7,31",0,50,1,1,Y,31029,"61484,33","4384,88",SOUTHWEST AREA,4,WCMB,,N,1000361
"72,7075","536,5",50,"0,195","35,5","-19,0675",1,52,2,2,N,9977,21329,"2623,58",NORTHWEST/ROCKY MOUNTAIN AREA,6,WCMB,9,Y,1000362
"47,49","532,5","49,99",0,"-189,5",0,1,54,3,2,N,15889,"30469,11333","3323,84",SOUTHWEST AREA,8,WCMB,5,Y,1000363
95,"1592,25",75,0,"209,75","-0,27",0,52,1,1,Y,61552,"112342,6833","6723,69",NORTHWEST/ROCKY MOUNTAIN AREA,13,WCMB,4,Y,1000364
"112,0625",2311,80,0,-131,"-25,8225",0,50,1,1,Y,56931,"101165,04","4776,17",MIDWEST AREA,8,WCMB,6,Y,1000365
"91,8375","690,5",75,0,"-136,5","5,2325",1,52,5,3,N,17464,"35028,53333","4538,73",MIDWEST AREA,3,WC,,N,1000366
40,"184,25",40,0,"16,75",0,0,50,1,1,N,2436,7117,"1698,51",DALLAS AREA,2,WCMB,7,Y,1000367
"86,2975","413,5",75,0,"188,5","16,0525",1,48,1,1,Y,15172,"33518,12667","3902,14",PHILADELPHIA AREA,4,WCMB,5,Y,1000368
"65,9025","889,25","56,98",0,"-162,25","-10,6725",0,54,2,1,N,15433,"35600,04667","4637,83",NEW YORK CITY AREA,8,WCMB,6,Y,1000369
"80,65","966,25",75,"2,5675","-29,25","8,76",0,50,2,2,N,26783,"46943,05","4798,08",OHIO AREA,5,WCMB,8,Y,1000370
"46,7625","221,75","44,99","0,975","-89,75","-7,5325",1,52,1,1,Y,8645,"20276,01667","2962,26",TENNESSEE AREA,3,WCMB,4,Y,1000371
"38,535","162,5","37,99","0,195","-57,5","1,035",1,52,1,1,N,7036,"22065,02","2428,12",CENTRAL/SOUTH TEXAS AREA,4,NA,8,Y,1000372
"113,7125","551,25","41,28","0,55","-166,25","-71,7425",1,54,1,1,Y,3881,"11260,02","2201,23",TENNESSEE AREA,2,WCMB,6,Y,1000373
"117,1025","1077,25","67,3225","0,195","-424,25","-51,8925",1,50,1,1,N,4616,12780,"1308,71",SOUTHWEST AREA,4,WCMB,7,N,1000374
"108,8375","811,5","90,03","0,0975","-249,5","-25,8775",1,48,1,1,Y,14908,"30599,84","4559,37",SOUTHWEST AREA,8,WCMB,6,Y,1000375
"79,875","1130,25",75,0,"-40,25","-4,875",0,52,1,1,Y,36144,"97024,02","6370,52",NORTHWEST/ROCKY MOUNTAIN AREA,2,WCMB,8,Y,1000376
5,0,5,0,0,0,1,54,1,1,Y,14647,"34569,28667",4239,SOUTH FLORIDA AREA,1,NA,5,Y,1000377
"50,98","255,5","49,99",0,"100,5",0,1,52,1,1,Y,6119,"11655,53667","2932,51",SOUTH FLORIDA AREA,4,NA,9,Y,1000378
"213,35","1471,25","118,115","0,4875","78,75","-53,78",0,52,1,1,N,14720,"44925,17","5364,54",SOUTHWEST AREA,3,WCMB,6,N,1000379
"51,9025","201,5","23,5475",0,"-137,5","-0,2225",0,54,1,1,Y,3608,7761,"1957,77",PHILADELPHIA AREA,2,WC,5,Y,1000380
"134,5725","2057,5",75,"0,0975","-97,5","-26,6225",0,48,2,1,Y,15149,"57023,05","4332,39",CENTRAL/SOUTH TEXAS AREA,3,WCMB,7,Y,1000381
"110,89","1313,75",75,"1,4275","77,25","-31,06",0,50,1,1,N,23270,"84029,02","8003,03",CENTRAL/SOUTH TEXAS AREA,3,WCMB,8,Y,1000382
"77,2575","428,5","34,98",0,"1037,5","119,5425",0,48,1,1,Y,2932,"6538,036667","2279,79",GREAT LAKES AREA,2,WCMB,4,Y,1000383
"74,2125",651,75,0,-5,"0,2475",1,52,2,2,Y,12801,"33794,19667","3769,08",NORTHWEST/ROCKY MOUNTAIN AREA,4,WCMB,,N,1000384
"111,0975","1935,75",75,0,"-18,75","-8,4975",1,50,1,1,N,31735,88159,"5793,59",DALLAS AREA,6,WCMB,7,Y,1000385
"81,345","1008,5",75,"0,195","-48,5","4,575",1,52,1,1,N,24382,"41673,05","4006,59",SOUTHWEST AREA,6,WCMB,3,Y,1000386
"116,715","1341,25","54,99",0,"-1340,25","-61,725",1,52,1,1,U,28284,78485,"5827,73",SOUTH FLORIDA AREA,10,WCMB,9,Y,1000387
"28,6775","73,25",20,0,"4,75","1,8525",1,50,1,1,N,932,1987,"1097,44",GREAT LAKES AREA,2,NA,5,Y,1000388
"75,195","296,5",75,0,"69,5","-0,195",1,50,7,4,N,19916,"49201,67","4750,17",DALLAS AREA,3,WCMB,3,Y,1000389
"57,3925",392,"42,1675","1,545",-17,"-13,1625",0,50,1,1,N,15739,"50392,06","3476,1",CENTRAL/SOUTH TEXAS AREA,5,NA,,,1000390
"38,93","147,25","29,99",0,"5,75","-6,9",0,48,1,1,Y,6340,"19149,22","4496,76",NORTHWEST/ROCKY MOUNTAIN AREA,3,WC,9,Y,1000391
"20,88","3,25","20,88",0,"-0,25","27,65",0,54,1,1,Y,1389,2311,"1742,94",SOUTH FLORIDA AREA,6,WCMB,4,Y,1000392
"54,6","267,75","29,99",0,"-2,75","19,43",1,48,1,1,Y,5386,"16984,29","2997,31",MIDWEST AREA,1,NA,6,Y,1000393
"107,3525",1677,75,0,302,"13,7775",1,50,7,4,N,17186,55341,"4092,15",DALLAS AREA,4,NA,3,Y,1000394
"93,7","1509,25",75,0,"-148,25","-6,45",0,50,1,1,Y,17229,51764,"4321,88",ATLANTIC SOUTH AREA,2,WCMB,4,Y,1000395
"76,21","862,75",50,0,"78,25","7,22",0,50,3,3,Y,9080,"23207,03333","3090,92",PHILADELPHIA AREA,1,NA,5,Y,1000396
"77,4",647,"59,99","1,695",-452,"-76,41",1,52,1,1,N,8562,"21896,08667","2696,02",NORTHWEST/ROCKY MOUNTAIN AREA,3,WCMB,6,N,1000397
"28,745",90,"29,99",0,-30,"-0,255",1,48,1,1,N,2860,"4474,02","1430,15",NORTHWEST/ROCKY MOUNTAIN AREA,3,WC,6,Y,1000398
"124,74","410,75",75,"26,23","-78,75","-12,9",1,50,5,2,N,19390,"40584,22333","5145,54",MIDWEST AREA,6,WCMB,,N,1000399
"96,335","1852,5",75,"1,74","11,5","-6,955",1,52,1,1,N,50915,"91840,13667","5749,66",NORTHWEST/ROCKY MOUNTAIN AREA,9,NA,7,Y,1000400
"48,985","481,5","44,99",0,"243,5","41,985",0,50,1,1,N,4978,9659,"2027,59",SOUTH FLORIDA AREA,4,WCMB,9,Y,1000401
"35,2525","279,25","39,99",0,"73,75","-2,0125",1,50,1,1,N,6996,"19273,02","2493,09",SOUTHWEST AREA,6,WCMB,,N,1000402
"187,3475",1363,75,"4,895",-703,"-97,2175",0,52,1,1,N,20747,"46059,66333","6954,07",SOUTH FLORIDA AREA,8,WCMB,,N,1000403
"60,3425","392,25","29,99",0,"-91,25","-7,8025",1,48,1,1,Y,6320,23487,"2784,73",NORTHWEST/ROCKY MOUNTAIN AREA,3,NA,6,N,1000404
"48,89","44,75","47,2425",0,"-44,75","-13,9",1,48,1,1,U,2748,7295,"2821,98",SOUTH FLORIDA AREA,2,NA,7,Y,1000405
"122,7775","2567,75",80,0,"-130,75","-4,0775",0,48,3,2,N,47848,"105028,1067","5703,32",SOUTH FLORIDA AREA,6,WC,9,Y,1000406
"32,5675","91,5",25,0,"28,5","3,3225",0,48,2,2,Y,2786,4211,"1314,86",DALLAS AREA,2,WCMB,,,1000407
5,0,5,0,0,0,1,52,1,1,N,20482,51475,"3281,86",SOUTHWEST AREA,17,WCMB,1,Y,1000408
"98,24",930,"104,99",0,-208,0,0,52,3,2,Y,25010,43249,"4218,23",PHILADELPHIA AREA,16,WC,5,Y,1000409
"110,7","2185,25","81,31",0,"-405,25","-25,85",0,48,2,2,N,47349,"103040,0467","4767,07",SOUTH FLORIDA AREA,6,WCMB,9,Y,1000410
"45,4025","288,75","44,99",0,"-2,75","-10,4125",0,52,2,2,N,7043,11874,"2583,41",TENNESSEE AREA,3,WCMB,7,Y,1000411
"37,565","430,25","37,49","0,075","114,75","-7,575",0,54,1,1,U,3026,13661,"3051,04",NORTHWEST/ROCKY MOUNTAIN AREA,3,WCMB,9,Y,1000412
"87,71",1730,75,0,-29,"-10,52",0,48,1,1,N,23251,"50341,02","3057,68",SOUTHWEST AREA,7,WCMB,6,Y,1000413
"106,075","751,75","59,99",0,"-262,75","-55,095",0,48,1,1,N,18109,46933,3919,NORTHWEST/ROCKY MOUNTAIN AREA,4,WCMB,4,Y,1000414
"25,215","0,25","24,99",0,"-0,25","-0,225",1,48,1,1,Y,1109,"1555,03","801,13",DALLAS AREA,1,NA,9,Y,1000415
"76,1225","576,75","84,99",0,"-98,75","-1,1325",0,52,1,1,Y,17953,"32027,18","3294,84",MIDWEST AREA,6,WCMB,9,Y,1000416
"29,685",48,"29,99","0,195",-48,"-1,195",1,52,4,3,U,5986,16242,"2599,42",NORTHWEST/ROCKY MOUNTAIN AREA,4,WCMB,,N,1000417
"100,105","1114,75","74,99","3,8175","-281,75","-13,035",0,50,2,1,N,16190,"37169,02","3916,21",SOUTHWEST AREA,4,WCMB,8,Y,1000418
"29,99","4,5","29,99",0,"-4,5",0,1,54,5,1,N,1294,2410,"1541,28",SOUTHWEST AREA,2,NA,6,Y,1000419
"74,22","749,5","22,4925",0,"50,5","73,46",1,50,1,1,N,51817,"124032,06","2837,29",TENNESSEE AREA,10,WCMB,4,Y,1000420
"92,59",608,50,"0,5175",-76,"-35,48",0,50,1,1,Y,18706,"38707,08","4283,2",SOUTHWEST AREA,4,WCMB,9,Y,1000421
"83,5775","879,25","96,7775",0,"44,75","-3,1975",0,54,4,4,U,24384,45457,"4082,63",ATLANTIC SOUTH AREA,10,WC,6,Y,1000422
"74,955","691,5","70,795",0,"-282,5","-49,815",1,50,2,1,U,13593,"34732,49","4053,38",PHILADELPHIA AREA,9,WC,6,Y,1000423
"11,455","183,75",30,"3,945","-51,75","-6,455",0,50,2,2,Y,2899,4556,"1480,89",MIDWEST AREA,4,WCMB,3,Y,1000424
"89,01","1658,5","76,99",0,"-45,5","-0,23",0,50,1,1,Y,33737,102230,"6226,85",PHILADELPHIA AREA,7,WCMB,5,Y,1000425
"283,615",2597,"70,8125","0,0975",-2422,"-205,625",1,54,5,5,N,13577,"63674,11","7069,57",CENTRAL/SOUTH TEXAS AREA,3,WCMB,5,N,1000426
"167,105","1790,25","159,99","0,78","-54,25","4,065",0,54,2,1,Y,21021,"57125,38333","6896,36",MIDWEST AREA,3,WCMB,,N,1000427
"30,26","187,5","29,99",0,"10,5","-0,27",0,48,2,2,N,7539,11221,"1324,63",GREAT LAKES AREA,3,WCMB,7,Y,1000428
"30,485","47,25","29,99",0,"-7,25","0,495",1,52,7,4,U,9839,"20087,3","3997,36",CENTRAL/SOUTH TEXAS AREA,1,NA,,,1000429
"88,7825",617,50,"0,39",105,"13,1675",1,48,1,1,Y,6805,"16500,04667","2263,58",NORTHWEST/ROCKY MOUNTAIN AREA,4,WCMB,1,Y,1000430
"80,0875",1322,83,0,-8,"-1,2375",1,52,1,1,U,41166,"64472,60667","4376,74",CENTRAL/SOUTH TEXAS AREA,7,NA,6,Y,1000431
"265,5375","2625,75",75,"144,86","277,25","-93,8675",1,54,2,1,N,30266,"61792,05667","4522,16",DALLAS AREA,10,WCMB,,N,1000432
"99,605","1513,5",80,"0,195","273,5","-15,755",0,50,2,2,N,36276,"65121,08667","4585,45",SOUTH FLORIDA AREA,4,WCMB,7,Y,1000433
"43,7775","289,75","49,99","1,5825","-45,75","-1,8975",1,48,2,1,N,11635,22091,"3125,76",NORTHWEST/ROCKY MOUNTAIN AREA,7,WCMB,,N,1000434
"49,99","228,5","49,99",0,"-122,5",0,0,52,2,2,N,2796,"6954,016667","3121,97",CENTRAL/SOUTH TEXAS AREA,1,NA,,N,1000435
"72,5375","885,5","59,99",0,"-345,5","-19,2975",0,52,1,1,N,12136,"34747,07","4215,59",DALLAS AREA,4,WC,,N,1000436
"25,04","44,5",20,0,"-15,5","-5,04",1,50,1,1,Y,1332,2333,"1211,15",NORTHWEST/ROCKY MOUNTAIN AREA,2,NA,6,N,1000437
"35,125",834,"19,99",0,-834,"-11,885",1,54,2,2,U,64690,"126500,6867","6004,3",SOUTH FLORIDA AREA,14,WCMB,7,Y,1000438
"75,665",938,"94,99",0,-37,"-0,675",0,48,3,2,N,7730,20182,"2785,71",SOUTHWEST AREA,4,WCMB,6,Y,1000439
"55,98",403,50,"1,1925",-56,"3,02",1,54,2,1,N,15316,"31049,01667","3267,83",NORTHWEST/ROCKY MOUNTAIN AREA,2,NA,9,Y,1000440
"7,5","3,25",10,0,"-3,25","2,5",1,52,1,1,N,12521,"35729,06333","3698,51",ATLANTIC SOUTH AREA,2,WCMB,6,Y,1000441
"191,6625","1763,75","109,99",0,"131,25","33,0075",1,54,2,2,N,20495,"51117,29667","6943,66",SOUTHWEST AREA,5,WCMB,9,Y,1000442
"37,3475","114,5","32,49",0,"-58,5","-4,8575",0,48,2,2,Y,3411,"12324,06667","2226,29",DALLAS AREA,2,WCMB,9,Y,1000443
"67,275","602,5",50,"4,8","-155,5","-12,825",1,50,1,1,Y,23357,47230,"4478,24",NORTHWEST/ROCKY MOUNTAIN AREA,9,WCMB,2,Y,1000444
"196,2825",2134,100,0,-1528,"-96,2825",1,54,1,1,N,25563,"68025,05333","6983,99",TENNESSEE AREA,3,WCMB,5,Y,1000445
"64,8",479,50,0,-337,"-13,3",1,47,1,1,N,6196,23363,"2706,14",OHIO AREA,2,NA,3,Y,1000446
"17,145","3,25","16,99",0,"-0,25","-0,155",1,47,1,1,N,488,1096,"861,64",MIDWEST AREA,1,NA,9,Y,1000447
"124,065",2955,"81,99",0,262,"20,025",0,52,2,2,N,60376,"93008,06667","4428,9",SOUTH FLORIDA AREA,11,WCMB,,N,1000448
"80,2825","1245,25","68,295",0,"-160,25","-62,0725",0,50,2,1,U,66754,"122300,5","6847,28",SOUTH FLORIDA AREA,8,WC,6,Y,1000449
"25,92","35,5","19,99",0,"-4,5","-1,88",1,47,1,1,N,781,3406,"1312,7",NORTHWEST/ROCKY MOUNTAIN AREA,1,NA,7,Y,1000450
"100,05","820,25","84,99","17,49","1,75","-16,08",0,47,1,1,U,23823,"52491,7","4945,86",SOUTHWEST AREA,6,WC,8,Y,1000451
"55,945",386,50,"0,0975",-152,"-7,665",1,52,2,1,Y,8186,20494,"2862,28",NORTHWEST/ROCKY MOUNTAIN AREA,4,WCMB,9,Y,1000452
"47,98","200,75","52,41",0,"50,25",-7,1,51,1,1,N,6215,"12048,02","2809,27",SOUTH FLORIDA AREA,7,WCMB,9,Y,1000453
"99,575",1058,75,"0,8975",-48,"-20,925",0,47,1,1,Y,20791,63123,"7430,97",NORTHWEST/ROCKY MOUNTAIN AREA,2,NA,,N,1000454
"61,025","133,75","69,99",0,"-11,75","-0,045",0,47,3,2,N,4901,14030,"2439,62",NEW YORK CITY AREA,5,WC,,N,1000455
"107,83","708,75","94,99","0,905","34,25","48,42",0,47,3,1,N,17125,"34663,05333","4782,02",MIDWEST AREA,10,WCMB,9,Y,1000456
"147,4625","3280,25",80,0,"285,75","0,7375",0,53,1,1,N,76972,"152486,0367","8067,76",SOUTH FLORIDA AREA,9,WC,,N,1000457
"38,885","227,25","44,99","0,69","124,75","1,995",0,53,1,1,N,7333,15713,"2861,88",TENNESSEE AREA,6,WCMB,7,Y,1000458
"70,7125",369,50,"3,7775",-7,"-5,3125",1,47,2,2,Y,10656,"20241,23333","2739,21",NORTHWEST/ROCKY MOUNTAIN AREA,2,WCMB,,N,1000459
"43,8275",409,"42,49",0,-289,"-1,3375",1,47,2,2,N,9798,24429,2715,PHILADELPHIA AREA,1,NA,7,Y,1000460
"74,5175","817,25","35,99","7,4175","-137,25","-34,5675",0,51,2,1,U,31562,"82912,01","6372,55",SOUTHWEST AREA,7,WCMB,8,Y,1000461
"45,4275","541,75","34,99",0,"-241,75","-7,1875",1,47,1,1,N,3617,20575,"1955,13",GREAT LAKES AREA,2,NA,3,Y,1000462
"203,9725","2845,25",75,"0,0975","-450,25","-14,8725",0,53,4,4,Y,44849,"116770,85","7596,95",DALLAS AREA,4,WCMB,4,Y,1000463
"97,54","482,5","114,99",0,"-186,5","-7,8",0,51,2,1,Y,9369,"21235,02","3690,11",DALLAS AREA,2,UNKW,,,1000464
"88,24","631,25","94,99",0,"-4,25",0,0,53,2,2,N,17927,"48809,14333","6207,64",MIDWEST AREA,6,WCMB,9,N,1000465
"76,625","145,5","41,535",0,"-38,5","-29,145",1,49,1,1,N,3034,"7792,04","2439,96",DALLAS AREA,1,NA,3,Y,1000466
"103,21","1525,5","75,995",0,"92,5","4,27",0,53,2,2,N,37432,"81924,34333","5786,86",SOUTHWEST AREA,4,WCMB,5,Y,1000467
"61,6175","674,25",55,0,"168,75","10,3325",1,47,1,1,U,11792,"27814,03667","2639,92",SOUTH FLORIDA AREA,2,WCMB,6,N,1000468
"51,865","151,25",50,0,"-87,25","-0,875",1,53,1,1,Y,13603,23795,"3061,1",NORTHWEST/ROCKY MOUNTAIN AREA,3,WC,6,Y,1000469
"58,1225",410,50,0,85,"9,6975",0,49,1,1,N,13637,"31543,36333","3633,2",SOUTH FLORIDA AREA,4,WCMB,9,Y,1000470
"87,07","196,5","6,715",0,"-67,5","141,93",1,53,2,1,Y,35951,"74665,08667","4934,14",SOUTH FLORIDA AREA,3,WC,5,Y,1000471
"30,3225","51,25",30,0,"18,75","0,6675",0,49,1,1,N,1803,3127,"1649,55",DALLAS AREA,2,NA,8,Y,1000472
"77,5",655,85,0,-158,"-9,01",1,51,2,2,N,14123,"27922,10667","3435,26",TENNESSEE AREA,5,WCMB,9,Y,1000473
"80,72","720,25",80,0,"-44,25","-0,72",1,47,1,1,N,13330,31869,"3001,26",SOUTH FLORIDA AREA,9,WCMB,3,Y,1000474
"35,99","421,5","35,99",0,"77,5",0,1,53,2,2,N,6406,16590,"2183,87",SOUTH FLORIDA AREA,3,WCMB,4,Y,1000475
"80,56","616,75",75,0,"76,25","6,93",1,53,2,2,N,21642,"71989,03667","5663,82",NORTHWEST/ROCKY MOUNTAIN AREA,6,WCMB,,,1000476
"12,96",17,"12,7125",0,-8,"-12,96",1,49,1,1,U,652,"1432,053333","1092,23",CALIFORNIA NORTH AREA,1,NA,9,Y,1000477
"51,455","509,25","59,99",0,"32,75","-0,475",0,47,1,1,Y,3635,14247,"2446,63",HOUSTON AREA,2,WCMB,7,Y,1000478
"41,6225",273,"28,0875",0,-104,"-48,0725",1,53,3,1,U,45588,"101751,08","5946,72",SOUTHWEST AREA,10,WCMB,5,Y,1000479
"60,06","515,75",50,0,"108,25","-0,07",0,49,1,1,Y,12671,"27705,15","3448,78",OHIO AREA,3,WCMB,7,Y,1000480
"93,575",1804,75,0,205,"13,025",0,49,1,1,N,34709,"66424,23667","4817,59",CALIFORNIA NORTH AREA,5,WCMB,6,Y,1000481
"56,2775",483,50,0,37,"-2,3075",1,51,1,1,Y,4663,"23320,02","2769,24",GREAT LAKES AREA,1,NA,,N,1000482
"63,2975",381,50,0,108,"-10,3275",1,47,2,2,N,5599,"18697,23667","2937,17",NORTHWEST/ROCKY MOUNTAIN AREA,7,WCMB,5,N,1000483
"12,845","100,5","9,8375",0,"-18,5","-3,345",1,49,2,2,N,5309,"12350,28","1869,33",MIDWEST AREA,4,NA,7,Y,1000484
"84,875","781,25",80,"0,0975","-137,25","0,465",0,51,1,1,U,19346,"42130,01667","4556,51",SOUTH FLORIDA AREA,9,WCMB,,N,1000485
"72,6525",493,50,"0,7375",220,"3,1275",1,47,1,1,N,18365,30344,"2934,45",MIDWEST AREA,5,WCMB,3,Y,1000486
"42,2","64,5","52,2",0,"-57,5","-22,21",1,51,3,1,Y,4044,"8135,016667","2131,03",MIDWEST AREA,3,WCMB,7,Y,1000487
"40,525",835,50,0,-93,"-39,525",0,51,1,1,N,20094,"36556,15333","3072,81",SOUTH FLORIDA AREA,4,WCMB,6,Y,1000488
"107,9125","285,75","42,515",0,"-244,75","-69,9225",1,53,1,1,N,2004,3968,"2076,92",MIDWEST AREA,2,WC,1,Y,1000489
"101,655",1361,"94,99",0,-422,"-8,445",0,51,1,1,Y,23325,"55467,41","5458,61",NEW YORK CITY AREA,18,WCMB,8,Y,1000490
"117,6","1409,5","81,25",0,"59,5","-36,55",0,53,1,1,N,40927,87542,"5162,17",SOUTH FLORIDA AREA,7,WCMB,9,Y,1000491
"97,985","1194,75",90,0,"-59,75","-9,725",1,49,3,2,N,27349,"64743,17667","4734,51",SOUTH FLORIDA AREA,19,WCMB,6,Y,1000492
"87,1225","1642,5",60,0,"-129,5","-0,1725",1,47,1,1,N,29334,"72678,07","3932,05",OHIO AREA,10,NA,3,Y,1000493
"332,735","2935,25","199,99","34,28","-774,25","-18,985",0,49,3,2,N,29489,"74384,15","7913,08",SOUTH FLORIDA AREA,6,WCMB,,N,1000494
"53,5275","197,75","29,99",0,"-139,75","-20,5475",1,51,1,1,N,5091,"11274,27","2842,01",OHIO AREA,6,WCMB,5,Y,1000495
"56,3825","603,5",50,0,"-23,5","-1,0825",0,47,1,1,N,20176,"40588,06333","4234,35",MIDWEST AREA,2,WCMB,6,N,1000496
"23,75",25,25,0,9,0,1,53,1,1,N,2300,"4031,02","1544,59",MIDWEST AREA,1,NA,7,Y,1000497
"88,24","454,25","84,99",0,"-96,25",0,0,53,2,2,N,12774,"30946,05333","3971,55",CENTRAL/SOUTH TEXAS AREA,6,WCMB,4,N,1000498
"161,0775",1782,"159,99",0,416,"-11,0875",0,47,2,1,N,53384,"83927,81667","7352,03",CENTRAL/SOUTH TEXAS AREA,8,WCMB,3,Y,1000499
50,"305,75",50,0,"-24,75",0,0,49,2,2,N,7884,19368,"2795,16",OHIO AREA,5,WCMB,7,Y,1000500
"104,9025",305,75,0,-64,"-0,9025",1,47,1,1,Y,15118,"32327,16667","6890,37",PHILADELPHIA AREA,2,NA,9,Y,1000501
"54,275",135,50,"0,2925",-135,"-4,275",1,47,1,1,N,8282,"18591,11","2722,43",DALLAS AREA,2,NA,6,Y,1000502
"123,7275","390,25",50,"32,4525","-148,25","-64,4675",1,51,2,2,Y,11540,29462,"3676,67",NORTHWEST/ROCKY MOUNTAIN AREA,7,WCMB,9,Y,1000503
"27,245","8,75",27,0,"19,25","-0,245",1,47,3,3,U,2157,4697,"1789,73",MIDWEST AREA,1,NA,6,Y,1000504
"80,8125","473,5","29,99",0,"20,5","-3,9225",1,47,1,1,Y,7735,"12755,05","2153,18",HOUSTON AREA,1,NA,6,Y,1000505
"70,515","501,25","42,615",0,"21,75","-20,525",0,53,1,1,N,8952,"17895,01667","2318,69",SOUTH FLORIDA AREA,4,WCMB,2,Y,1000506
"91,18","1398,75",75,"0,785","126,25","-8,29",1,49,1,1,Y,28685,72638,"4593,97",NORTHWEST/ROCKY MOUNTAIN AREA,4,WCMB,6,Y,1000507
"72,12","618,25","42,7325",0,"330,75","23,54",0,53,1,1,U,24160,"57051,72","6014,82",PHILADELPHIA AREA,8,NA,3,Y,1000508
"75,9225","804,75",75,0,"97,25","-0,9225",0,47,1,1,Y,11545,35948,"3770,46",CENTRAL/SOUTH TEXAS AREA,3,WC,5,Y,1000509
"210,3866667","1634,666667","101,9233333","1,513333333","702,3333333","6,853333333",1,51,3,3,N,2400,5649,"1627,75",MIDWEST AREA,3,WCMB,6,Y,1000510
"93,2","1032,5",75,0,"250,5","-11,48",0,51,5,5,Y,35472,"88242,33667","8432,51",NORTHWEST/ROCKY MOUNTAIN AREA,6,WCMB,5,Y,1000511
"117,96","1455,25",75,"0,5775","-192,25","-38,71",0,47,1,1,Y,11324,"30109,15667","3612,87",TENNESSEE AREA,8,WCMB,6,Y,1000512
"79,425",832,75,"0,4875",-832,"-4,425",0,49,2,1,Y,28434,"60211,42333","4806,2",SOUTHWEST AREA,4,WCMB,3,Y,1000513
"55,6025","368,25",50,0,"-202,25","-0,6525",1,49,1,1,Y,10615,"24369,21333","2996,87",DALLAS AREA,4,WCMB,9,Y,1000514
"129,78",928,"99,99","18,07",193,"19,69",1,49,1,1,N,26643,"51977,39333","6600,7",CENTRAL/SOUTH TEXAS AREA,12,WCMB,,N,1000515
"34,3125","307,5","29,99",0,"-165,5","1,1675",0,53,3,1,Y,4066,7828,"1763,69",NEW YORK CITY AREA,4,WCMB,7,Y,1000516
"84,03","1021,25","69,99","0,0975","-72,25","-12,32",1,53,1,1,Y,15868,"38777,07","3414,56",SOUTHWEST AREA,5,WCMB,3,N,1000517
"84,355","1269,25",75,"5,75","-104,25","-3,245",0,49,2,2,Y,20651,"47225,14","4047,42",NORTHWEST/ROCKY MOUNTAIN AREA,3,WCMB,8,Y,1000518
"108,6675","1313,5",75,0,"-208,5","-24,2475",0,53,1,1,Y,23685,"54608,02","4783,81",NORTHWEST/ROCKY MOUNTAIN AREA,4,WCMB,6,Y,1000519
"113,3725","1858,75",75,"0,47","-110,75","-23,6325",0,47,2,2,Y,22244,"49902,19667","4213,6",HOUSTON AREA,6,WCMB,6,Y,1000520
"42,3275","633,75","49,99","2,5475","-633,75","7,6625",1,51,1,1,Y,9660,26291,"3680,66",NORTHWEST/ROCKY MOUNTAIN AREA,3,WCMB,5,Y,1000521
40,"0,25",40,0,"-0,25",0,1,53,2,1,U,5317,9318,"2393,09",TENNESSEE AREA,2,WCMB,4,Y,1000522
"131,115","2982,25",80,0,"-414,25","-37,965",0,49,3,3,U,58239,"128293,03","5873,82",SOUTH FLORIDA AREA,13,WCMB,,N,1000523
"50,2475","421,5",50,0,"-4,5","-0,2475",1,51,1,1,N,8761,20178,"2617,63",DALLAS AREA,1,NA,9,Y,1000524
"90,0875","1731,75",75,"0,815","10,25","-5,4675",1,47,1,1,Y,26391,"73849,26667","4505,63",DALLAS AREA,6,WCMB,7,Y,1000525
"30,01","15,5","29,74",0,"-15,5","-1,02",1,47,1,1,Y,4479,"11224,05333","3236,42",PHILADELPHIA AREA,2,NA,9,Y,1000526
"81,6625","1090,5",55,"0,8775","4,5","-1,2525",1,53,1,1,N,27750,"54352,05","4125,32",SOUTH FLORIDA AREA,5,WCMB,2,Y,1000527
30,"173,5",30,0,"-102,5",0,1,53,1,1,Y,4927,8188,"1523,87",NORTHWEST/ROCKY MOUNTAIN AREA,1,NA,,,1000528
"48,39",49,"59,98",0,89,"-0,9",1,49,2,2,N,4704,14220,"3203,99",PHILADELPHIA AREA,4,WC,7,Y,1000529
"20,4","4,25",19,0,"-1,25","-0,35",1,49,1,1,U,127,327,"985,73",DALLAS AREA,1,NA,7,Y,1000530
"77,465","935,25","84,99",0,"67,75","0,495",0,51,2,2,N,22087,"46777,2","4135,97",SOUTH FLORIDA AREA,3,WCMB,9,N,1000531
"50,6975","220,25",50,0,"-2,25","-0,6975",1,47,1,1,Y,6140,10265,"2393,96",SOUTH FLORIDA AREA,3,NA,,N,1000532
"58,975",785,58,0,55,"2,925",0,53,1,1,N,20923,39490,"3110,93",CENTRAL/SOUTH TEXAS AREA,3,WC,2,Y,1000533
